id,q1_1,q1_2,q1_3,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q3_7,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q5a,q6,age,gender,role,bransch,duration_in_seconds
468,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,"Nej, en del viktiga saker saknas",Nej,30-45,Kvinna,Medarbetare,Bygg,301
469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Arbetsledande utan personalansvar,Tillverkning,44
470,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i ganska stor utsträckning",Nej,30-45,Kvinna,Medarbetare,Annan verksamhet,445
471,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,56+,Man,Arbetsledande utan personalansvar,"Jordbruk, skogsbruk",276
472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
473,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,"Ja, i ganska stor utsträckning",Nej,30-45,Man,Medarbetare,Bygg,337
474,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Man,Medarbetare,Bygg,135
475,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning","Ja, en gång",30-45,Man,Arbetsledande med personal ansvar,Energiförsörjning,237
476,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Annan verksamhet,151
477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Annan verksamhet,27
478,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,"Ja, i ganska stor utsträckning","Ja, en gång",30-45,Kvinna,Medarbetare,Tillverkning,202
479,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning",Nej,30-45,Man,Medarbetare,Tillverkning,228
480,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,"Ja, i ganska stor utsträckning",Nej,56+,Man,Arbetsledande utan personalansvar,Tillverkning,422
481,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Man,Medarbetare,Tillverkning,258
482,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Man,Medarbetare,Tillverkning,258
483,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning","Ja, två gånger",56+,Man,Medarbetare,Tillverkning,252
484,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer inte alls,Stämmer inte alls,"Ja, i mycket stor utsträckning","Ja, fyra gånger eller fler",30-45,Man,Medarbetare,"Jordbruk, skogsbruk",156
485,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,"Ja, i mycket stor utsträckning","Ja, fyra gånger eller fler",19-29,Man,Medarbetare,Tillverkning,273
486,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,NA,"Ja, en gång",56+,Kvinna,Medarbetare,Tillverkning,195
487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ja, en gång",46-55,NA,NA,NA,469
489,NA,NA,NA,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,NA,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",NA,NA,NA,NA,NA,6733
490,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,30-45,Man,Medarbetare,Tillverkning,175
491,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska väl,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska väl,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer inte alls,Stämmer inte alls,"Ja, i ganska stor utsträckning","Ja, en gång",46-55,Man,Medarbetare,Tillverkning,247
492,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,30-45,Man,Medarbetare,Tillverkning,224
493,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,"Ja, i mycket stor utsträckning",Nej,46-55,Man,Medarbetare,Tillverkning,906
494,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,"Ja, i mycket stor utsträckning",Nej,46-55,Kvinna,Medarbetare,Annan verksamhet,251
495,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning","Ja, fyra gånger eller fler",56+,Kvinna,Medarbetare,Tillverkning,199
496,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Man,Medarbetare,Tillverkning,363
497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-29,Man,Arbetsledande med personal ansvar,Tillverkning,43
498,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning","Ja, två gånger",56+,Man,Medarbetare,Tillverkning,263
499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
500,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Man,Medarbetare,Energiförsörjning,58
501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
502,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska väl,"Ja, i mycket stor utsträckning",Nej,46-55,Man,Medarbetare,Tillverkning,181
503,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,56+,Kvinna,Medarbetare,Energiförsörjning,189
504,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,56+,Man,Medarbetare,Annan verksamhet,352
505,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer helt,"Ja, i ganska stor utsträckning",Nej,30-45,Man,Medarbetare,Annan verksamhet,132
506,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,"Nej, en del viktiga saker saknas",Nej,30-45,Kvinna,Medarbetare,Transport,237
507,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Kvinna,Arbetsledande med personal ansvar,Annan verksamhet,128
508,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Annan verksamhet,702198
509,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Man,Medarbetare,Bygg,155
510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
511,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i ganska stor utsträckning",Nej,30-45,Man,Arbetsledande med personal ansvar,Transport,168
512,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Man,Medarbetare,Vattenförsörjning,77
513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Man,Arbetsledande med personal ansvar,Annan verksamhet,27
514,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Arbetsledande utan personalansvar,Bygg,39
515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
516,Stämmer ganska dåligt,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Kvinna,Medarbetare,Annan verksamhet,81
517,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer helt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer helt,Stämmer inte alls,Stämmer inte alls,"Ja, i mycket stor utsträckning","Ja, två gånger",30-45,Man,Medarbetare,Tillverkning,214
518,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Medarbetare,Annan verksamhet,72
519,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska dåligt,"Ja, i ganska stor utsträckning","Ja, två gånger",30-45,Kvinna,Medarbetare,Annan verksamhet,502
520,Stämmer ganska väl,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Kvinna,Medarbetare,Vård/omsorg,66
521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
522,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning","Ja, två gånger",46-55,Kvinna,Medarbetare,Tillverkning,357
523,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Annan verksamhet,130
524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Man,Arbetsledande med personal ansvar,Bygg,35
525,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Arbetsledande med personal ansvar,Tillverkning,73
526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
527,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Man,Arbetsledande med personal ansvar,Energiförsörjning,120
528,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Medarbetare,Annan verksamhet,44
529,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i ganska stor utsträckning",Nej,46-55,Kvinna,Arbetsledande med personal ansvar,Handel,187
530,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Vattenförsörjning,228
531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426298
532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Kvinna,Arbetsledande med personal ansvar,Annan verksamhet,16
534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Man,Medarbetare,Tillverkning,41
